Web Search interest: dolar; colombia stock exchange; ecopetrol; precio dolar; bolsa de valores colombia
2011-09-25 - 2011-10-01,15,0,13,4,3
2011-10-02 - 2011-10-08,15,0,17,4,3
2011-10-09 - 2011-10-15,14,0,18,4,2
2011-10-16 - 2011-10-22,13,0,16,3,2
2011-10-23 - 2011-10-29,13,0,14,3,3
2011-10-30 - 2011-11-05,13,0,13,3,2
2011-11-06 - 2011-11-12,12,0,10,4,2
2011-11-13 - 2011-11-19,13,0,10,4,2
2011-11-20 - 2011-11-26,13,0,10,4,2
2011-11-27 - 2011-12-03,14,0,10,4,2
2011-12-04 - 2011-12-10,13,0,9,4,2
2011-12-11 - 2011-12-17,14,0,10,4,2
2011-12-18 - 2011-12-24,12,0,9,4,2
2011-12-25 - 2011-12-31,13,0,9,4,2
2012-01-01 - 2012-01-07,16,0,10,4,2
2012-01-08 - 2012-01-14,15,0,11,4,2
2012-01-15 - 2012-01-21,15,0,11,4,2
2012-01-22 - 2012-01-28,15,0,11,4,2
2012-01-29 - 2012-02-04,15,0,12,4,2
2012-02-05 - 2012-02-11,15,0,12,4,2
2012-02-12 - 2012-02-18,14,0,13,4,2
2012-02-19 - 2012-02-25,13,0,13,3,2
2012-02-26 - 2012-03-03,14,0,13,4,2
2012-03-04 - 2012-03-10,13,0,12,4,2
2012-03-11 - 2012-03-17,14,0,12,4,2
2012-03-18 - 2012-03-24,13,0,13,4,2
2012-03-25 - 2012-03-31,13,0,12,3,2
2012-04-01 - 2012-04-07,11,0,10,3,2
2012-04-08 - 2012-04-14,12,0,11,3,2
2012-04-15 - 2012-04-21,11,0,12,3,2
2012-04-22 - 2012-04-28,12,0,15,3,2
2012-04-29 - 2012-05-05,11,0,11,3,2
2012-05-06 - 2012-05-12,12,0,10,3,2
2012-05-13 - 2012-05-19,13,0,10,3,2
2012-05-20 - 2012-05-26,14,0,10,3,2
2012-05-27 - 2012-06-02,14,0,10,4,2
2012-06-03 - 2012-06-09,14,0,9,4,1
2012-06-10 - 2012-06-16,13,0,8,3,1
2012-06-17 - 2012-06-23,13,0,9,3,1
2012-06-24 - 2012-06-30,13,0,10,3,1
2012-07-01 - 2012-07-07,12,0,10,4,1
2012-07-08 - 2012-07-14,12,0,11,3,1
2012-07-15 - 2012-07-21,10,0,9,3,1
2012-07-22 - 2012-07-28,11,0,10,3,1
2012-07-29 - 2012-08-04,11,0,10,3,1
2012-08-05 - 2012-08-11,11,0,9,3,1
2012-08-12 - 2012-08-18,12,0,10,3,1
2012-08-19 - 2012-08-25,13,0,9,3,1
2012-08-26 - 2012-09-01,12,0,9,3,2
2012-09-02 - 2012-09-08,12,0,8,3,2
2012-09-09 - 2012-09-15,12,0,8,3,2
2012-09-16 - 2012-09-22,12,0,8,3,1
2012-09-23 - 2012-09-29,10,0,15,2,2
2012-09-30 - 2012-10-06,11,0,37,3,1
2012-10-07 - 2012-10-13,10,0,10,3,1
2012-10-14 - 2012-10-20,10,0,10,3,2
2012-10-21 - 2012-10-27,11,0,9,2,2
2012-10-28 - 2012-11-03,11,0,9,3,2
2012-11-04 - 2012-11-10,11,0,8,3,2
2012-11-11 - 2012-11-17,11,0,8,3,2
2012-11-18 - 2012-11-24,12,0,8,3,2
2012-11-25 - 2012-12-01,12,0,8,3,1
2012-12-02 - 2012-12-08,11,0,7,3,1
2012-12-09 - 2012-12-15,12,0,7,3,1
2012-12-16 - 2012-12-22,12,0,7,3,1
2012-12-23 - 2012-12-29,11,0,6,3,1
2012-12-30 - 2013-01-05,13,0,7,3,1
2013-01-06 - 2013-01-12,14,0,9,3,1
2013-01-13 - 2013-01-19,14,0,10,4,1
2013-01-20 - 2013-01-26,12,0,9,3,1
2013-01-27 - 2013-02-02,12,0,9,3,1
2013-02-03 - 2013-02-09,13,0,8,3,1
2013-02-10 - 2013-02-16,12,0,8,3,1
2013-02-17 - 2013-02-23,13,0,10,3,1
2013-02-24 - 2013-03-02,13,0,9,3,1
2013-03-03 - 2013-03-09,12,0,9,3,1
2013-03-10 - 2013-03-16,11,0,10,3,1
2013-03-17 - 2013-03-23,10,0,12,2,1
2013-03-24 - 2013-03-30,10,0,7,2,1
2013-03-31 - 2013-04-06,12,0,10,3,1
2013-04-07 - 2013-04-13,11,0,11,2,1
2013-04-14 - 2013-04-20,10,0,12,2,1
2013-04-21 - 2013-04-27,11,0,10,3,1
2013-04-28 - 2013-05-04,10,0,9,2,1
2013-05-05 - 2013-05-11,10,0,9,2,1
2013-05-12 - 2013-05-18,10,0,8,3,1
2013-05-19 - 2013-05-25,11,0,9,2,1
2013-05-26 - 2013-06-01,13,0,9,3,1
2013-06-02 - 2013-06-08,13,0,7,3,1
2013-06-09 - 2013-06-15,13,0,7,3,1
2013-06-16 - 2013-06-22,15,0,8,4,1
2013-06-23 - 2013-06-29,15,0,8,4,1
2013-06-30 - 2013-07-06,14,0,8,3,1
2013-07-07 - 2013-07-13,13,0,8,3,1
2013-07-14 - 2013-07-20,14,0,8,4,1
2013-07-21 - 2013-07-27,13,0,9,4,1
2013-07-28 - 2013-08-03,13,0,9,3,1
2013-08-04 - 2013-08-10,12,0,9,3,1
2013-08-11 - 2013-08-17,12,0,9,3,1
2013-08-18 - 2013-08-24,13,0,8,3,1
2013-08-25 - 2013-08-31,12,0,8,3,1
2013-09-01 - 2013-09-07,13,0,7,3,1
2013-09-08 - 2013-09-14,13,0,7,3,1
2013-09-15 - 2013-09-21,13,0,8,3,1
2013-09-22 - 2013-09-28,13,0,7,3,1
2013-09-29 - 2013-10-05,13,0,7,3,1
2013-10-06 - 2013-10-12,13,0,7,4,1
2013-10-13 - 2013-10-19,11,0,7,2,1
2013-10-20 - 2013-10-26,12,0,7,3,1
2013-10-27 - 2013-11-02,12,0,7,3,1
2013-11-03 - 2013-11-09,12,0,6,3,1
2013-11-10 - 2013-11-16,13,0,6,3,1
2013-11-17 - 2013-11-23,13,0,7,3,1
2013-11-24 - 2013-11-30,13,0,7,3,1
2013-12-01 - 2013-12-07,13,0,6,3,1
2013-12-08 - 2013-12-14,13,0,7,3,1
2013-12-15 - 2013-12-21,13,0,7,3,1
2013-12-22 - 2013-12-28,12,0,5,3,0
2013-12-29 - 2014-01-04,13,0,6,3,0
2014-01-05 - 2014-01-11,13,0,10,3,1
2014-01-12 - 2014-01-18,13,0,10,3,1
2014-01-19 - 2014-01-25,15,0,9,4,1
2014-01-26 - 2014-02-01,17,0,8,4,1
2014-02-02 - 2014-02-08,17,0,9,4,1
2014-02-09 - 2014-02-15,16,0,8,4,1
2014-02-16 - 2014-02-22,15,0,8,4,1
2014-02-23 - 2014-03-01,14,0,9,3,1
2014-03-02 - 2014-03-08,14,0,9,3,1
2014-03-09 - 2014-03-15,13,0,8,3,1
2014-03-16 - 2014-03-22,13,0,8,3,1
2014-03-23 - 2014-03-29,15,0,11,4,1
2014-03-30 - 2014-04-05,14,0,9,3,1
2014-04-06 - 2014-04-12,14,0,9,4,1
2014-04-13 - 2014-04-19,11,0,6,3,1
2014-04-20 - 2014-04-26,13,0,9,3,1
2014-04-27 - 2014-05-03,11,0,9,3,1
2014-05-04 - 2014-05-10,12,0,8,3,1
2014-05-11 - 2014-05-17, , , , , 
2014-05-18 - 2014-05-24, , , , , 
2014-05-25 - 2014-05-31, , , , , 


Top subregions for dolar
Subregion,dolar,colombia stock exchange,ecopetrol,precio dolar,bolsa de valores colombia
Cundinamarca,100,0,75,88,88
Bogota,98,0,53,84,48
Antioquia,95,0,37,89,100
Valle del Cauca,86,0,29,86,43
Caldas,80,0,39,85,66
Santander Department,78,0,100,81,47
Risaralda,78,0,29,88,49
Quindio,77,0,30,100,0
Casanare,72,0,100,0,0
Cauca Department,71,0,34,90,0
Boyaca,69,0,78,88,0
Huila,68,0,62,85,0
La Guajira,67,0,61,0,0
Atlantico,65,0,36,55,33
Meta,64,0,90,83,0
North Santander,64,0,63,64,31
Magdalena,58,0,40,54,0
Tolima,57,0,37,66,32
Bolivar,55,0,69,41,34
Cesar,50,0,30,56,0
Narino,48,0,40,51,0
Sucre,43,0,45,0,0
Cordoba,38,0,32,41,0
Amazonas,0,0,0,0,0
Arauca,0,0,0,0,0
Caqueta,0,0,0,0,0
Choco,0,0,0,0,0
Guainia,0,0,0,0,0
Guaviare,0,0,0,0,0
Putumayo,0,0,0,0,0
Archipelago of San Andres Providencia and Santa Catalina,0,0,0,0,0
Vaupes,0,0,0,0,0
Vichada,0,0,0,0,0

Top subregions for colombia stock exchange
Subregion,dolar,colombia stock exchange,ecopetrol,precio dolar,bolsa de valores colombia
Amazonas,0,0,0,0,0
Antioquia,95,0,37,89,100
Arauca,0,0,0,0,0
Atlantico,65,0,36,55,33
Bolivar,55,0,69,41,34
Boyaca,69,0,78,88,0
Caldas,80,0,39,85,66
Caqueta,0,0,0,0,0
Casanare,72,0,100,0,0
Cauca Department,71,0,34,90,0
Cesar,50,0,30,56,0
Choco,0,0,0,0,0
Cordoba,38,0,32,41,0
Cundinamarca,100,0,75,88,88
Bogota,98,0,53,84,48
Guainia,0,0,0,0,0
Guaviare,0,0,0,0,0
Huila,68,0,62,85,0
La Guajira,67,0,61,0,0
Magdalena,58,0,40,54,0
Meta,64,0,90,83,0
Narino,48,0,40,51,0
North Santander,64,0,63,64,31
Putumayo,0,0,0,0,0
Quindio,77,0,30,100,0
Risaralda,78,0,29,88,49
Santander Department,78,0,100,81,47
Archipelago of San Andres Providencia and Santa Catalina,0,0,0,0,0
Sucre,43,0,45,0,0
Tolima,57,0,37,66,32
Valle del Cauca,86,0,29,86,43
Vaupes,0,0,0,0,0
Vichada,0,0,0,0,0

Top subregions for ecopetrol
Subregion,dolar,colombia stock exchange,ecopetrol,precio dolar,bolsa de valores colombia
Santander Department,78,0,100,81,47
Casanare,72,0,100,0,0
Meta,64,0,90,83,0
Boyaca,69,0,78,88,0
Cundinamarca,100,0,75,88,88
Bolivar,55,0,69,41,34
North Santander,64,0,63,64,31
Huila,68,0,62,85,0
La Guajira,67,0,61,0,0
Bogota,98,0,53,84,48
Sucre,43,0,45,0,0
Magdalena,58,0,40,54,0
Narino,48,0,40,51,0
Caldas,80,0,39,85,66
Tolima,57,0,37,66,32
Antioquia,95,0,37,89,100
Atlantico,65,0,36,55,33
Cauca Department,71,0,34,90,0
Cordoba,38,0,32,41,0
Cesar,50,0,30,56,0
Quindio,77,0,30,100,0
Valle del Cauca,86,0,29,86,43
Risaralda,78,0,29,88,49
Amazonas,0,0,0,0,0
Arauca,0,0,0,0,0
Caqueta,0,0,0,0,0
Choco,0,0,0,0,0
Guainia,0,0,0,0,0
Guaviare,0,0,0,0,0
Putumayo,0,0,0,0,0
Archipelago of San Andres Providencia and Santa Catalina,0,0,0,0,0
Vaupes,0,0,0,0,0
Vichada,0,0,0,0,0

Top subregions for precio dolar
Subregion,dolar,colombia stock exchange,ecopetrol,precio dolar,bolsa de valores colombia
Quindio,77,0,30,100,0
Cauca Department,71,0,34,90,0
Antioquia,95,0,37,89,100
Cundinamarca,100,0,75,88,88
Boyaca,69,0,78,88,0
Risaralda,78,0,29,88,49
Valle del Cauca,86,0,29,86,43
Caldas,80,0,39,85,66
Huila,68,0,62,85,0
Bogota,98,0,53,84,48
Meta,64,0,90,83,0
Santander Department,78,0,100,81,47
Tolima,57,0,37,66,32
North Santander,64,0,63,64,31
Cesar,50,0,30,56,0
Atlantico,65,0,36,55,33
Magdalena,58,0,40,54,0
Narino,48,0,40,51,0
Bolivar,55,0,69,41,34
Cordoba,38,0,32,41,0
Amazonas,0,0,0,0,0
Arauca,0,0,0,0,0
Caqueta,0,0,0,0,0
Casanare,72,0,100,0,0
Choco,0,0,0,0,0
Guainia,0,0,0,0,0
Guaviare,0,0,0,0,0
La Guajira,67,0,61,0,0
Putumayo,0,0,0,0,0
Archipelago of San Andres Providencia and Santa Catalina,0,0,0,0,0
Sucre,43,0,45,0,0
Vaupes,0,0,0,0,0
Vichada,0,0,0,0,0

Top subregions for bolsa de valores colombia
Subregion,dolar,colombia stock exchange,ecopetrol,precio dolar,bolsa de valores colombia
Antioquia,95,0,37,89,100
Cundinamarca,100,0,75,88,88
Caldas,80,0,39,85,66
Risaralda,78,0,29,88,49
Bogota,98,0,53,84,48
Santander Department,78,0,100,81,47
Valle del Cauca,86,0,29,86,43
Bolivar,55,0,69,41,34
Atlantico,65,0,36,55,33
Tolima,57,0,37,66,32
North Santander,64,0,63,64,31
Amazonas,0,0,0,0,0
Arauca,0,0,0,0,0
Boyaca,69,0,78,88,0
Caqueta,0,0,0,0,0
Casanare,72,0,100,0,0
Cauca Department,71,0,34,90,0
Cesar,50,0,30,56,0
Choco,0,0,0,0,0
Cordoba,38,0,32,41,0
Guainia,0,0,0,0,0
Guaviare,0,0,0,0,0
Huila,68,0,62,85,0
La Guajira,67,0,61,0,0
Magdalena,58,0,40,54,0
Meta,64,0,90,83,0
Narino,48,0,40,51,0
Putumayo,0,0,0,0,0
Quindio,77,0,30,100,0
Archipelago of San Andres Providencia and Santa Catalina,0,0,0,0,0
Sucre,43,0,45,0,0
Vaupes,0,0,0,0,0
Vichada,0,0,0,0,0


Top cities for dolar
City,dolar
Bogotá,100
Medellín,86
Cali,78
Bucaramanga,66
Palmira,64
Pereira,64
Manizales,63
Armenia,59
Popayan,52
Barranquilla,52
Cucuta,51
Villavicencio,50
Neiva,49
Cartagena De Indias (Distrito Turístico Y Cultural),48
Galapa,48


Top cities for ecopetrol
City,ecopetrol
Barrancabermeja,100
Bucaramanga,29
Bogotá,29
Villavicencio,29
Arjona,22
Cartagena De Indias (Distrito Turístico Y Cultural),22
Cucuta,21
Neiva,20
Medellín,14
Ibague,12
Manizales,12
Monteria,11
Cali,10
Galapa,10
Pereira,9

Top cities for precio dolar
City,precio dolar
Bogotá,100
Medellín,94
Palmira,89
Armenia,85
Cali,85
Pereira,84
Manizales,81
Bucaramanga,78
Popayan,77
Villavicencio,75
Neiva,72
Ibague,63
Cucuta,60
Galapa,49
Barranquilla,44

Top cities for bolsa de valores colombia
City,bolsa de valores colombia
Medellín,100
Bogotá,90
Manizales,61
Pereira,45
Cali,45
Bucaramanga,45
Ibague,32
Cucuta,26



Top searches for dolar
dolar hoy,100
dolar colombia,70
dolar precio,65
precio,65
precio del dolar,50
dolar en colombia,45
el dolar,40
dolar hoy colombia,30
valor dolar,30
cambio dolar,25
precio dolar hoy,25
dolar de hoy,20
precio dolar colombia,20
cambio de dolar,20
valor del dolar,20
dolar peso,20
precio de dolar,20
tasa dolar,15
euro,15
euro dolar,15
el dolar hoy,10
valor dolar hoy,10
dolar peso colombiano,10
peso colombiano,10
dolar a peso,10
dolar pesos colombianos,10
tasa cambio dolar,10
valor de dolar,10
valor dolar colombia,10
tasa de cambio,10
trm dolar,10
trm,10
cambio del dolar,5
cambio dolar hoy,5
tasa del dolar,5
dolar compra,5
dolar paralelo,5
la republica,5
banco republica,5
euro hoy,5
dolar para hoy,5
portafolio,5
portafolio dolar,5
dolar canadiense,5
dolar bancolombia,5
casas de cambio,5
tasa dolar hoy,5
cotizacion dolar,5
dolar historico,5
trm dolar hoy,5




Top searches for ecopetrol
acciones ecopetrol,100
acciones,100
ecopetrol colombia,85
empleo ecopetrol,55
empleo,55
acciones de ecopetrol,50
ecopetrol bogota,35
accion ecopetrol,30
ecopetrol dividendos,20
ecopetrol empleos,20
trabajo ecopetrol,20
accion de ecopetrol,20
empleos,20
empleo en ecopetrol,15
ecopetrol convocatoria,15
convocatorias ecopetrol,15
acciones en ecopetrol,15
el empleo,15
que es ecopetrol,15
ecopetrol cartagena,15
vacantes ecopetrol,10
trabajo en ecopetrol,10
acciones ecopetrol 2011,10
feria ecopetrol,10
accionistas ecopetrol,10
accion ecopetrol hoy,10
petroleo,10
valor accion ecopetrol,10
ecopetrol barrancabermeja,10
sena empleo,10
empleos en ecopetrol,10
acciones ecopetrol precio,10
ecopetrol s.a,10
valor acciones ecopetrol,10
ecopetrol medellin,10
ecopetrol feria laboral,10
socios ecopetrol,10
elempleo ecopetrol,10
acciones ecopetrol hoy,10
precio accion ecopetrol,5
elempleo,5
formulario ecopetrol,5
pacific rubiales,5
club ecopetrol,5


Top searches for precio dolar
precio del dolar,100
dolar hoy,50
dolar precio hoy,50
dolar precio colombia,45
precio de dolar,35
dolar en colombia,30
dolar hoy colombia,20
el dolar,15
cambio dolar,5
euro,5
el dolar hoy,5
precio euro,5
precio del euro,5
valor dolar,5
valor del dolar,5
precio compra dolar,5
precio venta dolar,5
casas de cambio,0
trm,0
trm dolar,0
precio dolar bancolombia,0
valor dolar hoy,0
indicadores economicos,0
tasa de cambio,0
precio del oro,0
precio del cafe,0
casa de cambio,0
precio del bolivar,0
dollar,0
trm hoy,0
trm colombia,0
precio dolar canadiense,0
indicadores economicos colombia,0
precio del dollar,0
dolar paralelo,0
western union,0
presio del dolar,0
precio dolar paralelo,0
divisas,0
cotizacion del dolar,0


Top searches for bolsa de valores colombia
acciones de colombia,100
acciones,100
bolsa de bogota,45
mercado de valores,40
acciones en colombia,40
valores bancolombia,30
bvc,30
portafolio colombia,30
bolsa de empleo,25
acciones ecopetrol,20
acciones de ecopetrol,20
bolsas de valores,15
grupo aval,15
superintendencia de valores,10
acciones y valores,10
accion de ecopetrol,10
indicadores economicos,10
indicadores economicos colombia,10
interbolsa colombia,5
bolsa de trabajo,5
igbc,5
interbolsa,5
superintendencia financiera,5



Rising searches for dolar
dolar hoy colombia,Breakout
precio dolar hoy,Breakout
dolar hoy,+1,000%
dolar de hoy,+400%
precio de dolar,+170%
precio del dolar,+160%
precio,+150%
dolar precio,+130%
precio dolar colombia,+130%
valor del dolar,+130%




Rising searches for ecopetrol
accion ecopetrol,Breakout
acciones,Breakout
acciones de ecopetrol,Breakout
acciones ecopetrol,Breakout
ecopetrol dividendos,Breakout
ecopetrol empleos,Breakout
empleo,Breakout
empleo ecopetrol,Breakout
ecopetrol bogota,+190%
ecopetrol colombia,+40%


Rising searches for precio dolar
cambio dolar,Breakout
dolar hoy colombia,Breakout
el dolar hoy,Breakout
euro,Breakout
precio del euro,Breakout
precio euro,Breakout
valor dolar,Breakout
dolar hoy,+500%
dolar precio hoy,+350%
dolar precio colombia,+120%


Rising searches for bolsa de valores colombia
acciones,Breakout
acciones en colombia,Breakout
bvc,Breakout
mercado de valores,Breakout
portafolio colombia,Breakout
valores bancolombia,Breakout
acciones de colombia,+130%



